"동별,""독거노인별"",""성별"",""항목"",""단위"",""2019 년"",""2020 년"",""2021 년"",""2022 년"",""2023 년"","
"일원2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""8"",""91"",""37"","""","""","
"일원2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""3"",""28"",""3"","""","""","
"일원2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""5"",""63"",""34"","""","""","
"일원2동,""일   반"",""계"",""독거노인현황(성별)"","""",""463"",""413"",""517"","""","""","
"일원2동,""일   반"",""남"",""독거노인현황(성별)"","""",""87"",""68"",""108"","""","""","
"일원2동,""일   반"",""여"",""독거노인현황(성별)"","""",""376"",""345"",""409"","""","""","
"수서동,""합계"",""계"",""독거노인현황(성별)"","""",""1529"",""1709"",""1904"",""3145"",""3410"","
"수서동,""합계"",""남"",""독거노인현황(성별)"","""",""428"",""486"",""563"",""1032"",""1138"","
"수서동,""합계"",""여"",""독거노인현황(성별)"","""",""1101"",""1223"",""1341"",""2113"",""2272"","
"수서동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""929"",""1087"",""1221"",""1067"",""1141"","
"수서동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""299"",""357"",""405"",""384"",""414"","
"수서동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""630"",""730"",""816"",""683"",""727"","
"수서동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""12"",""140"",""55"",""27"",""57"","
"수서동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""5"",""48"",""15"",""7"",""16"","
"수서동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""7"",""92"",""40"",""20"",""41"","
"수서동,""일   반"",""계"",""독거노인현황(성별)"","""",""588"",""482"",""628"",""2051"",""2212"","
"수서동,""일   반"",""남"",""독거노인현황(성별)"","""",""124"",""81"",""143"",""641"",""708"","
"수서동,""일   반"",""여"",""독거노인현황(성별)"","""",""464"",""401"",""485"",""1410"",""1504"","
"세곡동,""합계"",""계"",""독거노인현황(성별)"","""",""1045"",""1152"",""1264"",""1718"",""1908"","
"세곡동,""합계"",""남"",""독거노인현황(성별)"","""",""328"",""370"",""399"",""508"",""548"","
"세곡동,""합계"",""여"",""독거노인현황(성별)"","""",""717"",""782"",""865"",""1210"",""1360"","
"세곡동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""293"",""675"",""406"",""359"",""397"","
"세곡동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""92"",""258"",""120"",""109"",""109"","
"세곡동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""201"",""417"",""286"",""250"",""288"","
"세곡동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""13"",""134"",""50"",""32"",""81"","
"세곡동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""48"",""13"",""8"",""32"","
"세곡동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""6"",""86"",""37"",""24"",""49"","
"세곡동,""일   반"",""계"",""독거노인현황(성별)"","""",""739"",""343"",""808"",""1327"",""1430"","
"세곡동,""일   반"",""남"",""독거노인현황(성별)"","""",""229"",""64"",""266"",""391"",""407"","
"세곡동,""일   반"",""여"",""독거노인현황(성별)"","""",""510"",""279"",""542"",""936"",""1023"","
"압구정동,""합계"",""계"",""독거노인현황(성별)"","""",""726"",""762"",""820"",""812"",""876"","
"압구정동,""합계"",""남"",""독거노인현황(성별)"","""",""176"",""186"",""211"",""197"",""224"","
"압구정동,""합계"",""여"",""독거노인현황(성별)"","""",""550"",""576"",""609"",""615"",""652"","
"압구정동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""25"",""37"",""34"",""28"",""29"","
"압구정동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""7"",""10"",""9"",""7"",""9"","
"압구정동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""18"",""27"",""25"",""21"",""20"","
"압구정동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""4"",""9"",""6"",""4"",""5"","
"압구정동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""2"",""3"",""0"",""-"",""-"","
"압구정동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""2"",""6"",""6"",""4"",""5"","
"압구정동,""일   반"",""계"",""독거노인현황(성별)"","""",""697"",""716"",""780"",""780"",""842"","
"압구정동,""일   반"",""남"",""독거노인현황(성별)"","""",""167"",""173"",""202"",""190"",""215"","
"압구정동,""일   반"",""여"",""독거노인현황(성별)"","""",""530"",""543"",""578"",""590"",""627"","
"청담동,""합계"",""계"",""독거노인현황(성별)"","""",""483"",""524"",""618"",""617"",""671"","
"청담동,""합계"",""남"",""독거노인현황(성별)"","""",""133"",""140"",""181"",""179"",""203"","
"청담동,""합계"",""여"",""독거노인현황(성별)"","""",""350"",""384"",""437"",""438"",""468"","
"청담동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""47"",""55"",""52"",""47"",""40"","
"청담동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""16"",""20"",""20"",""17"",""15"","
"청담동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""31"",""35"",""32"",""30"",""25"","
"청담동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""9"",""15"",""10"",""4"",""6"","
"청담동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""4"",""6"",""6"",""2"",""2"","
"청담동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""5"",""9"",""4"",""2"",""4"","
"청담동,""일   반"",""계"",""독거노인현황(성별)"","""",""427"",""454"",""556"",""566"",""625"","
"청담동,""일   반"",""남"",""독거노인현황(성별)"","""",""113"",""114"",""155"",""160"",""186"","
"청담동,""일   반"",""여"",""독거노인현황(성별)"","""",""314"",""340"",""401"",""406"",""439"","
"대치2동,""합계"",""계"",""독거노인현황(성별)"","""",""457"",""528"",""600"",""594"",""638"","
"대치2동,""합계"",""남"",""독거노인현황(성별)"","""",""132"",""173"",""184"",""152"",""166"","
"대치2동,""합계"",""여"",""독거노인현황(성별)"","""",""325"",""355"",""416"",""442"",""472"","
"대치2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""41"",""49"",""49"",""33"",""37"","
"대치2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""13"",""23"",""22"",""11"",""12"","
"대치2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""28"",""26"",""27"",""22"",""25"","
"대치2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""8"",""9"",""5"",""4"",""7"","
"대치2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""1"",""1"",""0"",""-"",""2"","
"대치2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""7"",""8"",""5"",""4"",""5"","
"대치2동,""일   반"",""계"",""독거노인현황(성별)"","""",""408"",""470"",""546"",""557"",""594"","
"대치2동,""일   반"",""남"",""독거노인현황(성별)"","""",""118"",""149"",""162"",""141"",""152"","
"대치2동,""일   반"",""여"",""독거노인현황(성별)"","""",""290"",""321"",""384"",""416"",""442"","
"개포2동,""합계"",""계"",""독거노인현황(성별)"","""",""380"",""416"",""510"",""650"",""754"","
"개포2동,""합계"",""남"",""독거노인현황(성별)"","""",""98"",""108"",""142"",""170"",""222"","
"개포2동,""합계"",""여"",""독거노인현황(성별)"","""",""282"",""308"",""368"",""480"",""532"","
"개포2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""41"",""69"",""58"",""55"",""60"","
"개포2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""16"",""23"",""18"",""17"",""21"","
"개포2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""25"",""46"",""40"",""38"",""39"","
"개포2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""6"",""10"",""6"",""5"",""12"","
"개포2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""2"",""3"",""3"",""2"",""5"","
"개포2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""4"",""7"",""3"",""3"",""7"","
"개포2동,""일   반"",""계"",""독거노인현황(성별)"","""",""333"",""337"",""446"",""590"",""682"","
"개포2동,""일   반"",""남"",""독거노인현황(성별)"","""",""80"",""82"",""121"",""151"",""196"","
"개포2동,""일   반"",""여"",""독거노인현황(성별)"","""",""253"",""255"",""325"",""439"",""486"","
"송파구,""합계"",""계"",""독거노인현황(성별)"","""",""15717"",""17340"",""18741"",""25246"",""25889"","
"송파구,""합계"",""남"",""독거노인현황(성별)"","""",""5307"",""5607"",""6124"",""8458"",""8825"","
"송파구,""합계"",""여"",""독거노인현황(성별)"","""",""10410"",""11733"",""12617"",""16788"",""17064"","
"송파구,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""2827"",""3497"",""4186"",""4667"",""5154"","
"송파구,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""987"",""1230"",""1504"",""1744"",""1988"","
"송파구,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""1840"",""2267"",""2682"",""2923"",""3166"","
"송파구,""저소득노인"",""계"",""독거노인현황(성별)"","""",""696"",""437"",""383"",""288"",""287"","
"송파구,""저소득노인"",""남"",""독거노인현황(성별)"","""",""226"",""118"",""108"",""110"",""126"","
"송파구,""저소득노인"",""여"",""독거노인현황(성별)"","""",""470"",""319"",""275"",""178"",""161"","
"송파구,""일   반"",""계"",""독거노인현황(성별)"","""",""12194"",""13406"",""14172"",""20291"",""20448"","
"송파구,""일   반"",""남"",""독거노인현황(성별)"","""",""4094"",""4259"",""4512"",""6604"",""6711"","
"송파구,""일   반"",""여"",""독거노인현황(성별)"","""",""8100"",""9147"",""9660"",""13687"",""13737"","
"풍납1동,""합계"",""계"",""독거노인현황(성별)"","""",""642"",""674"",""702"",""982"",""1029"","
"풍납1동,""합계"",""남"",""독거노인현황(성별)"","""",""202"",""204"",""236"",""347"",""374"","
"풍납1동,""합계"",""여"",""독거노인현황(성별)"","""",""440"",""470"",""466"",""635"",""655"","
"풍납1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""161"",""184"",""189"",""214"",""235"","
"풍납1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""52"",""59"",""61"",""75"",""89"","
"풍납1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""109"",""125"",""128"",""139"",""146"","
"풍납1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""17"",""17"",""16"",""10"",""11"","
"풍납1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""10"",""7"",""8"",""3"",""5"","
"풍납1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""7"",""10"",""8"",""7"",""6"","
"풍납1동,""일   반"",""계"",""독거노인현황(성별)"","""",""464"",""473"",""497"",""758"",""783"","
"풍납1동,""일   반"",""남"",""독거노인현황(성별)"","""",""140"",""138"",""167"",""269"",""280"","
"풍납1동,""일   반"",""여"",""독거노인현황(성별)"","""",""324"",""335"",""330"",""489"",""503"","
"풍납2동,""합계"",""계"",""독거노인현황(성별)"","""",""640"",""684"",""757"",""985"",""1002"","
"풍납2동,""합계"",""남"",""독거노인현황(성별)"","""",""187"",""205"",""234"",""322"",""330"","
"풍납2동,""합계"",""여"",""독거노인현황(성별)"","""",""453"",""479"",""523"",""663"",""672"","
"풍납2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""130"",""139"",""162"",""164"",""171"","
"풍납2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""43"",""50"",""55"",""60"",""64"","
"풍납2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""87"",""89"",""107"",""104"",""107"","
"풍납2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""19"",""15"",""10"",""9"",""13"","
"풍납2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""4"",""3"",""1"",""2"",""6"","
"풍납2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""15"",""12"",""9"",""7"",""7"","
"풍납2동,""일   반"",""계"",""독거노인현황(성별)"","""",""491"",""530"",""585"",""812"",""818"","
"풍납2동,""일   반"",""남"",""독거노인현황(성별)"","""",""140"",""152"",""178"",""260"",""260"","
"풍납2동,""일   반"",""여"",""독거노인현황(성별)"","""",""351"",""378"",""407"",""552"",""558"","
"거여1동,""합계"",""계"",""독거노인현황(성별)"","""",""487"",""549"",""590"",""832"",""877"","
"거여1동,""합계"",""남"",""독거노인현황(성별)"","""",""183"",""212"",""213"",""311"",""330"","
"거여1동,""합계"",""여"",""독거노인현황(성별)"","""",""304"",""337"",""377"",""521"",""547"","
"거여1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""156"",""178"",""189"",""187"",""220"","
"거여1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""58"",""70"",""73"",""73"",""86"","
"거여1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""98"",""108"",""116"",""114"",""134"","
"거여1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""31"",""15"",""16"",""18"",""10"","
"거여1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""3"",""2"",""6"",""4"","
"거여1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""24"",""12"",""14"",""12"",""6"","
"거여1동,""일   반"",""계"",""독거노인현황(성별)"","""",""300"",""356"",""385"",""627"",""647"","
"거여1동,""일   반"",""남"",""독거노인현황(성별)"","""",""118"",""139"",""138"",""232"",""240"","
"거여1동,""일   반"",""여"",""독거노인현황(성별)"","""",""182"",""217"",""247"",""395"",""407"","
"거여2동,""합계"",""계"",""독거노인현황(성별)"","""",""956"",""883"",""1014"",""1496"",""1559"","
"거여2동,""합계"",""남"",""독거노인현황(성별)"","""",""573"",""281"",""326"",""470"",""505"","
"거여2동,""합계"",""여"",""독거노인현황(성별)"","""",""383"",""602"",""688"",""1026"",""1054"","
"거여2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""165"",""252"",""284"",""352"",""383"","
"거여2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""48"",""69"",""87"",""108"",""126"","
"거여2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""117"",""183"",""197"",""244"",""257"","
"거여2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""49"",""39"",""36"",""16"",""12"","
"거여2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""8"",""8"",""5"",""8"",""8"","
"거여2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""41"",""31"",""31"",""8"",""4"","
"거여2동,""일   반"",""계"",""독거노인현황(성별)"","""",""742"",""592"",""694"",""1128"",""1164"","
"거여2동,""일   반"",""남"",""독거노인현황(성별)"","""",""517"",""204"",""234"",""354"",""371"","
"거여2동,""일   반"",""여"",""독거노인현황(성별)"","""",""225"",""388"",""460"",""774"",""793"","
"마천1동,""합계"",""계"",""독거노인현황(성별)"","""",""1000"",""1110"",""1197"",""1807"",""1847"","
"마천1동,""합계"",""남"",""독거노인현황(성별)"","""",""361"",""423"",""478"",""738"",""773"","
"마천1동,""합계"",""여"",""독거노인현황(성별)"","""",""639"",""687"",""719"",""1069"",""1074"","
"마천1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""155"",""376"",""454"",""493"",""529"","
"마천1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""61"",""157"",""190"",""216"",""240"","
"마천1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""94"",""219"",""264"",""277"",""289"","
"마천1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""67"",""48"",""31"",""22"",""17"","
"마천1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""22"",""16"",""9"",""11"",""11"","
"마천1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""45"",""32"",""22"",""11"",""6"","
"마천1동,""일   반"",""계"",""독거노인현황(성별)"","""",""778"",""686"",""712"",""1292"",""1301"","
"마천1동,""일   반"",""남"",""독거노인현황(성별)"","""",""278"",""250"",""279"",""511"",""522"","
"마천1동,""일   반"",""여"",""독거노인현황(성별)"","""",""500"",""436"",""433"",""781"",""779"","
"마천2동,""합계"",""계"",""독거노인현황(성별)"","""",""877"",""1015"",""1099"",""1940"",""1691"","
"마천2동,""합계"",""남"",""독거노인현황(성별)"","""",""320"",""365"",""411"",""712"",""669"","
"마천2동,""합계"",""여"",""독거노인현황(성별)"","""",""557"",""650"",""688"",""1228"",""1022"","
"마천2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""235"",""318"",""381"",""407"",""441"","
"마천2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""80"",""112"",""140"",""155"",""175"","
"마천2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""155"",""206"",""241"",""252"",""266"","
"마천2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""69"",""28"",""28"",""16"",""16"","
"마천2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""27"",""10"",""8"",""6"",""10"","
"마천2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""42"",""18"",""20"",""10"",""6"","
"마천2동,""일   반"",""계"",""독거노인현황(성별)"","""",""573"",""669"",""690"",""1517"",""1234"","
"마천2동,""일   반"",""남"",""독거노인현황(성별)"","""",""213"",""243"",""263"",""551"",""484"","
"마천2동,""일   반"",""여"",""독거노인현황(성별)"","""",""360"",""426"",""427"",""966"",""750"","
"방이1동,""합계"",""계"",""독거노인현황(성별)"","""",""282"",""332"",""352"",""453"",""491"","
"방이1동,""합계"",""남"",""독거노인현황(성별)"","""",""108"",""118"",""129"",""157"",""177"","
"방이1동,""합계"",""여"",""독거노인현황(성별)"","""",""174"",""214"",""223"",""296"",""314"","
"방이1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""24"",""60"",""69"",""75"",""91"","
"방이1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""12"",""21"",""23"",""26"",""32"","
"방이1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""12"",""39"",""46"",""49"",""59"","
"방이1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""17"",""5"",""7"",""8"",""5"","
"방이1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""4"","""","""",""2"",""2"","
"방이1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""13"",""5"",""7"",""6"",""3"","
"방이1동,""일   반"",""계"",""독거노인현황(성별)"","""",""241"",""267"",""276"",""370"",""395"","
"방이1동,""일   반"",""남"",""독거노인현황(성별)"","""",""92"",""97"",""106"",""129"",""143"","
"방이1동,""일   반"",""여"",""독거노인현황(성별)"","""",""149"",""170"",""170"",""241"",""252"","
"방이2동,""합계"",""계"",""독거노인현황(성별)"","""",""956"",""784"",""843"",""1162"",""1229"","
"방이2동,""합계"",""남"",""독거노인현황(성별)"","""",""359"",""289"",""310"",""445"",""484"","
"방이2동,""합계"",""여"",""독거노인현황(성별)"","""",""597"",""495"",""533"",""717"",""745"","
"방이2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""192"",""171"",""207"",""231"",""260"","
"방이2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""69"",""64"",""79"",""99"",""118"","
"방이2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""123"",""107"",""128"",""132"",""142"","
"방이2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""44"",""16"",""14"",""12"",""13"","
"방이2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""20"",""6"",""5"",""6"",""7"","
"방이2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""24"",""10"",""9"",""6"",""6"","
"방이2동,""일   반"",""계"",""독거노인현황(성별)"","""",""720"",""597"",""622"",""919"",""956"","
"방이2동,""일   반"",""남"",""독거노인현황(성별)"","""",""270"",""219"",""226"",""340"",""359"","
"방이2동,""일   반"",""여"",""독거노인현황(성별)"","""",""450"",""378"",""396"",""579"",""597"","
"오륜동,""합계"",""계"",""독거노인현황(성별)"","""",""240"",""268"",""300"",""311"",""307"","
"오륜동,""합계"",""남"",""독거노인현황(성별)"","""",""47"",""59"",""72"",""68"",""65"","
"오륜동,""합계"",""여"",""독거노인현황(성별)"","""",""193"",""209"",""228"",""243"",""242"","
"오륜동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""3"",""8"",""6"",""8"",""9"","
"오륜동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""0"",""0"","""",""2"",""1"","
"오륜동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""3"",""8"",""6"",""6"",""8"","
"오륜동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""1"",""1"",""1"",""1"",""2"","
"오륜동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""0"","""","""","""",""-"","
"오륜동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""1"",""1"",""1"",""1"",""2"","
"오륜동,""일   반"",""계"",""독거노인현황(성별)"","""",""236"",""259"",""293"",""302"",""296"","
"오륜동,""일   반"",""남"",""독거노인현황(성별)"","""",""47"",""59"",""72"",""66"",""64"","
"오륜동,""일   반"",""여"",""독거노인현황(성별)"","""",""189"",""200"",""221"",""236"",""232"","
"오금동,""합계"",""계"",""독거노인현황(성별)"","""",""1010"",""1182"",""1258"",""1743"",""1861"","
"오금동,""합계"",""남"",""독거노인현황(성별)"","""",""288"",""358"",""389"",""540"",""596"","
"오금동,""합계"",""여"",""독거노인현황(성별)"","""",""722"",""824"",""869"",""1203"",""1265"","
"오금동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""211"",""246"",""285"",""336"",""392"","
"오금동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""58"",""66"",""71"",""101"",""126"","
"오금동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""153"",""180"",""214"",""235"",""266"","
"오금동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""57"",""36"",""32"",""18"",""22"","
"오금동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""12"",""9"",""13"",""7"",""12"","
"오금동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""45"",""27"",""19"",""11"",""10"","
"오금동,""일   반"",""계"",""독거노인현황(성별)"","""",""742"",""900"",""941"",""1389"",""1447"","
"오금동,""일   반"",""남"",""독거노인현황(성별)"","""",""218"",""283"",""305"",""432"",""458"","
"오금동,""일   반"",""여"",""독거노인현황(성별)"","""",""524"",""617"",""636"",""957"",""989"","
"송파1동,""합계"",""계"",""독거노인현황(성별)"","""",""572"",""662"",""681"",""883"",""876"","
"송파1동,""합계"",""남"",""독거노인현황(성별)"","""",""197"",""235"",""232"",""302"",""290"","
"송파1동,""합계"",""여"",""독거노인현황(성별)"","""",""375"",""427"",""449"",""581"",""586"","
"송파1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""81"",""123"",""149"",""160"",""158"","
"송파1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""29"",""46"",""58"",""67"",""65"","
"송파1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""52"",""77"",""91"",""93"",""93"","
"송파1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""11"",""15"",""11"",""8"",""7"","
"송파1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""3"",""4"",""4"",""3"",""2"","
"송파1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""8"",""11"",""7"",""5"",""5"","
"송파1동,""일   반"",""계"",""독거노인현황(성별)"","""",""480"",""524"",""521"",""715"",""711"","
"송파1동,""일   반"",""남"",""독거노인현황(성별)"","""",""165"",""185"",""170"",""232"",""223"","
"송파1동,""일   반"",""여"",""독거노인현황(성별)"","""",""315"",""339"",""351"",""483"",""488"","
"송파2동,""합계"",""계"",""독거노인현황(성별)"","""",""346"",""388"",""419"",""523"",""504"","
"송파2동,""합계"",""남"",""독거노인현황(성별)"","""",""109"",""128"",""141"",""188"",""168"","
"송파2동,""합계"",""여"",""독거노인현황(성별)"","""",""237"",""260"",""278"",""335"",""336"","
"송파2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""63"",""77"",""91"",""91"",""78"","
"송파2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""17"",""28"",""36"",""41"",""32"","
"송파2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""46"",""49"",""55"",""50"",""46"","
"송파2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""5"",""2"",""3"",""5"",""6"","
"송파2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""3"","""","""",""1"",""1"","
"송파2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""2"",""2"",""3"",""4"",""5"","
"송파2동,""일   반"",""계"",""독거노인현황(성별)"","""",""278"",""309"",""325"",""427"",""420"","
"송파2동,""일   반"",""남"",""독거노인현황(성별)"","""",""89"",""100"",""105"",""146"",""135"","
"송파2동,""일   반"",""여"",""독거노인현황(성별)"","""",""189"",""209"",""220"",""281"",""285"","
"석촌동,""합계"",""계"",""독거노인현황(성별)"","""",""1263"",""1079"",""1123"",""1507"",""1637"","
"석촌동,""합계"",""남"",""독거노인현황(성별)"","""",""493"",""397"",""424"",""608"",""679"","
"석촌동,""합계"",""여"",""독거노인현황(성별)"","""",""770"",""682"",""699"",""899"",""958"","
"석촌동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""294"",""222"",""242"",""266"",""341"","
"석촌동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""140"",""99"",""110"",""129"",""174"","
"석촌동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""154"",""123"",""132"",""137"",""167"","
"석촌동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""30"",""23"",""19"",""17"",""20"","
"석촌동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""16"",""9"",""7"",""7"",""8"","
"석촌동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""14"",""14"",""12"",""10"",""12"","
"석촌동,""일   반"",""계"",""독거노인현황(성별)"","""",""939"",""834"",""862"",""1224"",""1276"","
"석촌동,""일   반"",""남"",""독거노인현황(성별)"","""",""337"",""289"",""307"",""472"",""497"","
"석촌동,""일   반"",""여"",""독거노인현황(성별)"","""",""602"",""545"",""555"",""752"",""779"","
"삼전동,""합계"",""계"",""독거노인현황(성별)"","""",""848"",""934"",""1016"",""1465"",""1542"","
"삼전동,""합계"",""남"",""독거노인현황(성별)"","""",""252"",""299"",""327"",""493"",""522"","
"삼전동,""합계"",""여"",""독거노인현황(성별)"","""",""596"",""635"",""689"",""972"",""1020"","
"삼전동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""283"",""210"",""263"",""309"",""362"","
"삼전동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""63"",""72"",""96"",""118"",""136"","
"삼전동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""220"",""138"",""167"",""191"",""226"","
"삼전동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""36"",""30"",""27"",""15"",""16"","
